OverallQual,GarageCars,GrLivArea,ExterQual,TotalBsmtSF,BsmtQual,FullBath,BsmtFinSF1,KitchenQual,YearBuilt,Neighborhood,CentralAir,2ndFlrSF,LotArea,OverallCond,FireplaceQu,YearRemodAdd,GarageFinish,KitchenAbvGr,GarageType,LandContour,MSZoning,LotFrontage,SaleCondition,BsmtFullBath,RoofMatl,BsmtExposure,HalfBath,BedroomAbvGr,GarageYrBlt,BsmtFinType1,SalePrice
6,1,1639,3.0,1064,4.0,1,0,3.0,1936,18.0,1.0,0,10480,5,0.0,1950,1.0,1,1.0,3.0,3.0,51.0,4.0,0,1.0,3.0,0,3,1936,6.0,115000
6,1,1680,3.0,840,2.0,2,0,3.0,1915,6.0,1.0,840,15576,7,0.0,1976,1.0,1,5.0,3.0,3.0,63.0,4.0,0,1.0,3.0,0,4,1960,6.0,177000
7,3,2172,2.0,1063,0.0,2,0,2.0,2006,16.0,1.0,1101,14154,5,4.0,2006,2.0,1,5.0,3.0,3.0,109.0,5.0,0,1.0,3.0,1,3,2006,6.0,280000
8,3,2078,2.0,1034,0.0,2,789,0.0,2007,21.0,1.0,1028,10800,5,4.0,2008,3.0,1,5.0,3.0,1.0,85.0,5.0,1,1.0,3.0,1,3,2008,2.0,339750
5,1,1276,3.0,1276,4.0,1,0,3.0,1958,7.0,1.0,0,9571,3,0.0,1958,1.0,1,5.0,3.0,3.0,68.0,0.0,0,1.0,3.0,0,3,1958,6.0,60000
5,2,1056,3.0,1056,4.0,1,1056,3.0,1955,8.0,0.0,0,34650,5,0.0,1955,3.0,1,5.0,0.0,3.0,100.0,4.0,1,1.0,2.0,0,3,1955,5.0,145000
7,2,1478,0.0,1470,0.0,2,578,2.0,2009,21.0,1.0,0,4403,5,4.0,2009,3.0,1,5.0,3.0,1.0,0.0,5.0,1,1.0,0.0,1,2,2009,2.0,222000
5,2,1028,3.0,1008,4.0,1,0,3.0,1927,17.0,1.0,0,8960,6,4.0,1950,1.0,1,1.0,3.0,4.0,56.0,4.0,0,1.0,3.0,0,2,1927,6.0,115000
7,3,2097,2.0,1080,2.0,2,50,2.0,1993,20.0,1.0,1017,11228,5,3.0,1993,1.0,1,5.0,3.0,3.0,59.0,4.0,0,1.0,3.0,1,3,1993,1.0,228000
7,2,1340,2.0,1340,2.0,2,24,2.0,2007,8.0,1.0,0,8899,5,0.0,2007,3.0,1,5.0,3.0,3.0,73.0,5.0,0,1.0,0.0,0,3,2007,2.0,181134
6,2,1400,3.0,672,4.0,1,209,3.0,1978,19.0,1.0,728,7844,7,3.0,1978,3.0,1,5.0,3.0,3.0,74.0,4.0,0,1.0,3.0,1,3,1978,0.0,149500
6,3,2624,3.0,1370,2.0,2,1128,3.0,1918,6.0,0.0,1254,22420,6,4.0,1950,1.0,1,1.0,3.0,3.0,86.0,4.0,1,1.0,3.0,1,4,1918,1.0,239000
5,1,1134,3.0,756,4.0,1,312,3.0,1940,7.0,0.0,378,8160,6,0.0,1950,1.0,1,1.0,3.0,3.0,60.0,1.0,1,1.0,3.0,1,3,1940,0.0,126000
5,1,1056,3.0,1056,4.0,1,775,3.0,1968,12.0,1.0,0,8450,6,2.0,1968,1.0,1,5.0,3.0,3.0,65.0,4.0,1,1.0,3.0,0,3,1968,1.0,142000
7,4,1344,3.0,1344,2.0,2,1309,3.0,1997,11.0,1.0,0,7060,5,0.0,1998,3.0,2,5.0,3.0,4.0,78.0,2.0,2,1.0,1.0,0,2,1997,2.0,206300
6,2,1602,2.0,1602,2.0,2,1246,2.0,1977,14.0,1.0,0,16635,7,3.0,2000,3.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,0,3,1977,0.0,215000
5,2,988,3.0,988,4.0,1,0,3.0,1954,11.0,1.0,0,21750,5,0.0,1954,2.0,1,5.0,1.0,3.0,100.0,4.0,0,1.0,3.0,0,2,1954,6.0,113000
8,3,2630,2.0,1470,2.0,2,986,2.0,1998,15.0,1.0,1160,9200,5,3.0,1998,3.0,1,5.0,3.0,3.0,80.0,4.0,1,1.0,3.0,1,4,1998,2.0,315000
6,1,1196,3.0,1196,2.0,1,616,3.0,1956,12.0,1.0,0,9000,5,4.0,1956,2.0,1,5.0,3.0,3.0,72.0,4.0,1,1.0,3.0,0,2,1956,3.0,139000
7,1,1389,3.0,651,4.0,1,0,3.0,1946,17.0,1.0,682,3378,8,4.0,1992,1.0,1,1.0,1.0,4.0,60.0,4.0,0,1.0,3.0,1,3,1947,6.0,135000
7,2,1644,2.0,1518,2.0,2,1518,2.0,1989,20.0,1.0,0,12800,5,3.0,1989,3.0,1,5.0,2.0,3.0,0.0,4.0,1,1.0,1.0,0,2,1989,2.0,275000
4,1,907,3.0,907,4.0,1,288,3.0,1957,12.0,1.0,0,8593,6,0.0,1957,1.0,1,1.0,3.0,3.0,77.0,4.0,0,1.0,3.0,0,3,1964,5.0,109008
7,2,1208,2.0,1208,2.0,2,664,2.0,2007,5.0,1.0,0,6762,5,0.0,2007,2.0,1,5.0,3.0,3.0,64.0,5.0,1,1.0,3.0,0,2,2007,2.0,195400
6,2,1412,3.0,1392,2.0,2,1005,2.0,1988,23.0,1.0,0,11457,5,3.0,1988,1.0,1,5.0,3.0,3.0,130.0,4.0,1,1.0,2.0,0,3,1988,2.0,175000
6,1,987,3.0,483,4.0,1,387,3.0,1971,2.0,1.0,504,1680,5,0.0,1971,1.0,1,1.0,3.0,4.0,21.0,0.0,0,1.0,3.0,1,2,1971,0.0,85400
6,0,1198,3.0,901,4.0,1,0,3.0,1920,17.0,1.0,110,5586,7,0.0,1998,0.0,1,0.0,0.0,4.0,60.0,0.0,0,1.0,3.0,0,4,0,6.0,79900
5,2,1365,3.0,765,4.0,1,471,3.0,1971,2.0,1.0,600,1920,5,0.0,1971,1.0,1,1.0,3.0,4.0,24.0,4.0,1,1.0,3.0,1,2,1971,0.0,122500
6,2,1604,3.0,926,2.0,2,0,3.0,1997,8.0,1.0,678,10839,5,3.0,1998,3.0,1,5.0,3.0,3.0,100.0,4.0,0,1.0,3.0,1,3,1997,6.0,181000
4,0,630,3.0,630,2.0,1,495,3.0,1972,10.0,1.0,0,1890,7,0.0,1972,0.0,1,0.0,3.0,4.0,21.0,4.0,1,1.0,0.0,0,1,0,0.0,81000
7,2,1661,2.0,799,2.0,2,385,2.0,1996,5.0,1.0,834,10667,6,3.0,1996,2.0,1,5.0,3.0,3.0,43.0,4.0,1,1.0,0.0,1,3,1996,2.0,212000
6,2,1118,3.0,648,1.0,1,0,3.0,1920,17.0,1.0,384,4400,8,0.0,1950,1.0,1,1.0,3.0,4.0,40.0,4.0,0,1.0,3.0,0,2,1990,6.0,116000
6,1,904,2.0,884,4.0,1,0,3.0,1926,3.0,1.0,0,6000,7,0.0,2004,1.0,1,1.0,3.0,4.0,50.0,4.0,0,1.0,3.0,0,2,1926,6.0,119000
5,1,694,3.0,440,4.0,1,365,2.0,1913,6.0,0.0,0,4280,6,4.0,2002,1.0,1,1.0,3.0,3.0,40.0,4.0,0,1.0,3.0,0,2,1990,3.0,90350
6,2,1196,3.0,684,4.0,1,0,2.0,1920,7.0,1.0,512,12354,8,0.0,2000,1.0,1,1.0,3.0,3.0,67.0,4.0,0,1.0,2.0,0,3,2005,6.0,110000
10,3,2402,0.0,3094,0.0,2,1767,0.0,2008,16.0,1.0,0,15431,5,4.0,2008,3.0,1,5.0,3.0,3.0,105.0,4.0,1,1.0,1.0,0,2,2008,2.0,555000
4,0,1440,3.0,1440,4.0,2,133,1.0,1955,7.0,0.0,0,12108,4,0.0,1955,0.0,2,0.0,3.0,3.0,92.0,4.0,0,1.0,3.0,0,4,0,0.0,118000
5,2,1573,3.0,1078,4.0,2,0,3.0,1930,3.0,1.0,445,6240,7,4.0,1992,1.0,1,1.0,3.0,4.0,52.0,4.0,0,1.0,3.0,0,3,1930,6.0,162900
7,3,1258,2.0,1258,0.0,2,0,2.0,2006,0.0,1.0,0,3922,5,4.0,2007,3.0,1,5.0,3.0,3.0,53.0,5.0,0,1.0,0.0,0,2,2007,6.0,172500
7,2,1908,2.0,915,2.0,2,642,2.0,1994,5.0,1.0,975,8750,5,3.0,1995,1.0,1,5.0,3.0,3.0,70.0,4.0,1,1.0,3.0,1,4,1994,2.0,210000
6,2,1689,3.0,1436,4.0,1,0,3.0,1956,7.0,1.0,0,9855,5,4.0,1956,1.0,1,5.0,3.0,3.0,73.0,4.0,0,1.0,3.0,0,3,1956,6.0,127500
6,2,1888,2.0,1517,4.0,2,247,2.0,1966,12.0,1.0,0,16492,6,4.0,2002,3.0,1,5.0,3.0,3.0,137.0,4.0,0,1.0,3.0,1,2,1966,0.0,190000
7,2,1886,2.0,930,2.0,2,0,2.0,1998,8.0,1.0,930,11214,5,3.0,1999,3.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,4,1998,6.0,199900
6,1,1376,3.0,780,4.0,2,0,3.0,1937,9.0,1.0,596,8600,6,4.0,1950,1.0,1,1.0,0.0,4.0,50.0,4.0,0,1.0,3.0,0,3,1937,6.0,119500
3,1,1183,3.0,649,4.0,1,331,3.0,1948,17.0,1.0,504,6000,7,0.0,2002,1.0,1,1.0,3.0,4.0,50.0,4.0,0,1.0,3.0,1,2,1981,0.0,120000
6,1,813,3.0,813,4.0,1,0,2.0,1930,17.0,1.0,0,5684,8,0.0,2005,1.0,1,1.0,3.0,4.0,70.0,4.0,0,1.0,3.0,0,2,1932,6.0,110000
7,2,1533,3.0,1533,2.0,2,655,2.0,1975,4.0,1.0,0,70761,5,3.0,1975,1.0,1,5.0,2.0,3.0,62.0,4.0,1,7.0,1.0,0,2,1975,0.0,280000
6,2,1756,2.0,872,0.0,2,742,3.0,1996,23.0,1.0,868,9303,5,0.0,1997,3.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,3,1996,0.0,204000
8,2,1590,2.0,768,2.0,2,0,2.0,2008,21.0,1.0,804,9000,5,0.0,2008,2.0,1,5.0,3.0,1.0,75.0,4.0,0,1.0,3.0,1,3,2008,6.0,210000
5,2,1728,3.0,1728,4.0,2,1606,3.0,1976,11.0,1.0,0,9297,5,0.0,1976,1.0,2,1.0,3.0,3.0,63.0,3.0,2,1.0,3.0,0,4,1976,0.0,188000
7,2,1242,3.0,1242,4.0,1,916,3.0,1973,14.0,1.0,0,9600,6,3.0,1973,1.0,1,5.0,3.0,3.0,80.0,4.0,0,1.0,3.0,1,3,1973,0.0,175500
5,3,1344,3.0,624,4.0,1,0,3.0,1916,17.0,0.0,720,4571,5,0.0,1950,1.0,1,1.0,3.0,4.0,34.0,0.0,0,1.0,3.0,0,4,1916,6.0,98000
4,2,1663,3.0,1364,2.0,1,1116,2.0,1954,4.0,1.0,0,53227,6,4.0,1994,3.0,1,5.0,2.0,3.0,0.0,4.0,1,5.0,1.0,0,2,1954,1.0,256000
8,1,1666,3.0,588,4.0,1,0,2.0,1925,17.0,1.0,833,5100,7,4.0,1996,1.0,1,1.0,3.0,4.0,0.0,4.0,0,1.0,3.0,0,3,1925,6.0,161000
5,1,1203,3.0,709,4.0,1,185,2.0,1950,3.0,1.0,224,7015,4,3.0,1950,1.0,1,1.0,0.0,3.0,0.0,4.0,1,1.0,3.0,0,3,1950,3.0,110000
8,2,1935,2.0,832,2.0,2,544,3.0,2009,21.0,1.0,1103,8004,5,0.0,2009,3.0,1,3.0,3.0,1.0,75.0,5.0,1,1.0,3.0,1,3,2009,2.0,263435
7,2,1135,2.0,560,2.0,1,350,2.0,1936,18.0,1.0,560,7200,9,0.0,2007,2.0,1,1.0,3.0,3.0,60.0,4.0,1,1.0,3.0,0,3,1971,0.0,155000
5,1,864,3.0,864,4.0,1,553,3.0,1965,19.0,1.0,0,8281,5,1.0,1965,1.0,1,1.0,3.0,3.0,60.0,4.0,0,1.0,3.0,0,3,1965,5.0,62383
6,1,1660,3.0,715,4.0,1,326,3.0,1934,6.0,1.0,811,11988,7,4.0,1995,1.0,1,1.0,1.0,3.0,74.0,4.0,0,1.0,3.0,1,3,1939,3.0,188700
5,0,1040,3.0,1040,2.0,2,616,3.0,1978,5.0,1.0,0,8430,5,0.0,1978,0.0,1,0.0,1.0,3.0,60.0,4.0,0,1.0,3.0,0,3,0,5.0,124000
7,2,1414,2.0,1375,2.0,2,0,2.0,2004,0.0,1.0,0,3072,5,3.0,2004,3.0,1,5.0,3.0,4.0,0.0,4.0,0,1.0,3.0,0,2,2004,6.0,178740
7,2,1277,3.0,1277,4.0,1,778,3.0,1970,12.0,1.0,0,10628,5,1.0,1970,1.0,1,5.0,3.0,3.0,85.0,4.0,1,5.0,1.0,0,2,1970,2.0,167000
5,1,1644,3.0,728,4.0,1,386,2.0,1942,12.0,1.0,756,9480,7,4.0,1995,1.0,1,5.0,3.0,3.0,79.0,4.0,0,1.0,3.0,1,3,1942,3.0,146500
8,3,1634,2.0,1626,2.0,2,0,2.0,2006,16.0,1.0,0,11428,5,4.0,2006,2.0,1,5.0,3.0,3.0,98.0,4.0,0,1.0,3.0,0,3,2006,6.0,250000
6,2,1710,2.0,832,2.0,2,426,2.0,1993,20.0,1.0,878,9291,5,0.0,1993,2.0,1,5.0,3.0,3.0,76.0,4.0,0,1.0,3.0,1,3,1993,2.0,187000
8,2,1502,2.0,1488,2.0,1,368,2.0,1985,22.0,1.0,0,6820,5,0.0,1985,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,0.0,1,1,1985,2.0,212000
7,2,1969,3.0,808,2.0,2,0,3.0,1977,14.0,1.0,808,11952,6,4.0,1977,2.0,1,5.0,3.0,3.0,92.0,4.0,0,6.0,3.0,1,3,1977,6.0,190000
6,2,1072,3.0,547,2.0,1,459,3.0,2005,7.0,1.0,0,3675,5,0.0,2005,2.0,1,4.0,3.0,4.0,35.0,4.0,1,1.0,1.0,0,2,2005,2.0,148000
8,3,1976,2.0,1976,0.0,2,1350,2.0,2006,16.0,1.0,0,14977,5,5.0,2007,2.0,1,5.0,3.0,3.0,110.0,5.0,1,1.0,1.0,0,2,2006,2.0,440000
8,2,1652,2.0,1494,2.0,2,1196,0.0,2000,22.0,1.0,0,5330,5,0.0,2000,2.0,1,5.0,3.0,3.0,41.0,4.0,1,1.0,0.0,0,2,2000,2.0,251000
5,2,970,3.0,970,4.0,1,630,3.0,1963,19.0,1.0,0,8480,6,0.0,1963,1.0,1,1.0,3.0,3.0,80.0,4.0,1,1.0,3.0,0,2,1996,2.0,132500
6,2,1493,3.0,1478,2.0,2,994,2.0,1997,5.0,1.0,0,13125,5,3.0,1998,3.0,1,5.0,3.0,3.0,75.0,4.0,1,1.0,1.0,0,3,1997,2.0,208900
9,3,2643,0.0,2153,2.0,2,0,0.0,2006,16.0,1.0,574,13693,5,4.0,2006,3.0,1,3.0,3.0,3.0,105.0,4.0,0,1.0,0.0,1,3,2006,6.0,380000
8,3,1718,2.0,1705,0.0,2,1288,2.0,2007,5.0,1.0,0,10637,5,4.0,2008,2.0,1,5.0,3.0,3.0,79.0,4.0,1,1.0,1.0,0,3,2007,2.0,297000
4,2,1131,3.0,907,1.0,1,168,3.0,1937,17.0,1.0,0,5925,7,0.0,2000,1.0,1,1.0,0.0,4.0,50.0,2.0,0,1.0,3.0,0,2,1995,5.0,89471
9,3,1850,2.0,1833,0.0,2,1261,2.0,2004,16.0,1.0,0,16033,5,4.0,2005,3.0,1,5.0,3.0,3.0,98.0,4.0,1,1.0,1.0,0,3,2004,2.0,326000
9,3,1792,2.0,1792,0.0,2,1567,0.0,2003,16.0,1.0,0,11846,5,4.0,2004,3.0,1,5.0,1.0,3.0,72.0,4.0,1,1.0,1.0,0,2,2003,2.0,374000
7,1,1826,2.0,910,4.0,1,299,0.0,1915,17.0,1.0,910,2500,8,4.0,2005,1.0,1,5.0,3.0,4.0,50.0,4.0,1,1.0,3.0,1,4,1915,0.0,155000
6,2,1216,3.0,1216,0.0,2,897,3.0,1998,11.0,1.0,0,4500,5,0.0,1998,1.0,1,5.0,3.0,4.0,32.0,4.0,1,1.0,3.0,0,2,1998,2.0,164000
5,1,999,3.0,999,4.0,1,588,2.0,1962,19.0,1.0,0,7758,7,0.0,2001,1.0,1,1.0,3.0,3.0,0.0,4.0,1,1.0,3.0,0,3,1963,0.0,132500
5,1,1113,2.0,1113,4.0,1,607,2.0,1950,12.0,1.0,0,9600,7,4.0,2007,1.0,1,5.0,3.0,3.0,80.0,4.0,0,1.0,3.0,0,3,1950,0.0,147000
5,2,1073,3.0,1073,4.0,1,836,3.0,1965,12.0,1.0,0,10289,7,0.0,1965,2.0,1,5.0,3.0,3.0,79.0,4.0,1,1.0,3.0,1,3,1965,0.0,156000
5,2,1484,3.0,1484,2.0,2,998,3.0,1971,14.0,1.0,0,12243,6,3.0,1971,1.0,1,5.0,3.0,3.0,70.0,4.0,0,1.0,0.0,0,3,1971,0.0,175000
5,2,2414,3.0,954,4.0,2,664,3.0,1900,17.0,0.0,648,10800,4,4.0,1970,1.0,2,5.0,3.0,3.0,60.0,4.0,0,1.0,3.0,0,3,1970,1.0,160000
4,1,630,3.0,630,2.0,1,515,2.0,1970,10.0,1.0,0,1526,8,0.0,2002,1.0,1,5.0,3.0,4.0,21.0,4.0,1,1.0,0.0,0,1,1970,2.0,86000
5,1,1304,3.0,264,2.0,1,0,3.0,1976,10.0,1.0,688,2665,6,4.0,1976,3.0,1,3.0,3.0,4.0,0.0,4.0,0,1.0,2.0,1,3,1976,6.0,115000
6,1,1578,3.0,806,4.0,1,403,1.0,1941,12.0,1.0,620,9490,7,3.0,1950,1.0,1,5.0,3.0,3.0,79.0,4.0,1,1.0,3.0,0,3,1941,1.0,133000
6,2,1456,2.0,728,2.0,2,0,3.0,2006,8.0,1.0,728,15578,5,0.0,2006,2.0,1,5.0,3.0,3.0,105.0,5.0,0,1.0,3.0,1,3,2006,6.0,172785
5,1,1269,3.0,1269,4.0,1,374,3.0,1960,12.0,1.0,0,7931,6,2.0,1960,1.0,1,1.0,3.0,3.0,70.0,4.0,0,1.0,3.0,1,3,1964,1.0,155000
5,1,886,3.0,190,1.0,1,0,3.0,1938,17.0,1.0,0,5784,8,0.0,1996,1.0,1,5.0,3.0,4.0,50.0,4.0,0,1.0,3.0,0,2,1938,6.0,91300
4,0,720,3.0,720,4.0,1,495,3.0,1920,9.0,0.0,0,7879,5,0.0,1950,0.0,1,0.0,3.0,0.0,60.0,0.0,0,1.0,3.0,0,2,0,5.0,34900
8,2,3228,2.0,3200,2.0,3,1231,2.0,1992,15.0,1.0,0,12692,5,4.0,1993,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,0,4,1992,2.0,430000
7,1,1820,3.0,1026,4.0,2,329,3.0,1925,3.0,1.0,687,9120,6,0.0,1950,1.0,1,1.0,3.0,3.0,60.0,4.0,1,1.0,3.0,0,4,1925,5.0,184000
5,1,899,3.0,864,4.0,1,450,2.0,1967,19.0,1.0,0,7800,7,0.0,2004,3.0,1,5.0,3.0,3.0,65.0,4.0,0,1.0,3.0,0,3,1967,0.0,130000
5,1,912,3.0,912,4.0,1,111,3.0,1958,12.0,1.0,0,7535,7,0.0,1985,3.0,1,5.0,3.0,3.0,70.0,4.0,0,1.0,3.0,0,2,1958,1.0,120000
6,1,1218,3.0,672,4.0,1,356,3.0,1973,2.0,1.0,546,1890,5,0.0,1973,1.0,1,1.0,3.0,4.0,21.0,4.0,0,1.0,3.0,1,3,1973,1.0,113000
7,2,1768,2.0,866,2.0,2,400,2.0,2005,21.0,1.0,902,9803,5,0.0,2005,2.0,1,5.0,3.0,1.0,75.0,4.0,0,1.0,3.0,1,3,2005,2.0,226700
5,2,1214,3.0,1214,4.0,1,698,3.0,1965,7.0,1.0,0,9170,7,0.0,1965,1.0,1,1.0,3.0,3.0,70.0,4.0,1,1.0,3.0,0,2,1965,0.0,140000
7,2,1801,3.0,1501,4.0,2,1247,3.0,1959,6.0,1.0,0,15602,8,3.0,1997,3.0,1,5.0,3.0,3.0,100.0,4.0,1,1.0,3.0,0,1,1959,0.0,289000
6,2,1322,3.0,855,4.0,2,257,3.0,1974,13.0,1.0,467,2308,5,2.0,1974,1.0,1,5.0,3.0,3.0,24.0,4.0,0,1.0,3.0,1,3,1974,0.0,147000
5,2,1960,3.0,960,4.0,2,0,3.0,1952,17.0,1.0,1000,7596,5,0.0,1952,1.0,2,1.0,3.0,4.0,60.0,4.0,0,1.0,3.0,0,4,1952,6.0,124500
8,2,1911,2.0,777,2.0,2,380,2.0,1993,20.0,1.0,846,9554,5,3.0,1994,2.0,1,5.0,3.0,3.0,80.0,4.0,0,1.0,3.0,1,3,1993,2.0,215000
6,2,1218,2.0,1218,2.0,2,27,2.0,2009,21.0,1.0,0,7862,5,0.0,2009,3.0,1,5.0,3.0,1.0,75.0,5.0,0,1.0,3.0,0,2,2009,2.0,208300
7,2,1378,3.0,689,4.0,2,141,2.0,1928,17.0,1.0,689,9600,9,4.0,2005,1.0,1,1.0,3.0,4.0,60.0,4.0,0,1.0,3.0,0,3,1928,5.0,161000
5,1,1041,3.0,1041,4.0,1,991,3.0,1959,12.0,1.0,0,9600,6,0.0,1959,2.0,1,5.0,3.0,3.0,80.0,4.0,1,1.0,3.0,0,3,1959,0.0,124500
5,1,1363,2.0,1008,4.0,1,650,3.0,1951,12.0,1.0,0,14559,7,3.0,2000,1.0,1,2.0,3.0,3.0,75.0,4.0,1,1.0,3.0,0,2,1951,1.0,164900
7,2,1368,2.0,1368,2.0,2,0,2.0,2005,16.0,1.0,0,6792,5,4.0,2006,2.0,1,5.0,3.0,3.0,40.0,5.0,0,1.0,3.0,0,2,2005,6.0,202665
5,2,864,3.0,864,4.0,1,521,3.0,1958,12.0,1.0,0,9100,5,0.0,1958,1.0,1,1.0,3.0,3.0,70.0,4.0,1,1.0,3.0,0,3,1964,1.0,129900
6,2,1080,3.0,1084,4.0,1,336,3.0,1983,11.0,1.0,0,9187,5,0.0,1983,1.0,1,5.0,0.0,3.0,71.0,4.0,0,1.0,3.0,1,3,1983,0.0,134000
5,1,789,3.0,768,4.0,1,0,3.0,1926,6.0,0.0,0,10594,5,0.0,1950,1.0,1,1.0,3.0,3.0,55.0,4.0,0,1.0,3.0,0,2,1926,6.0,96500
10,3,2020,0.0,2006,0.0,2,1436,0.0,2009,16.0,1.0,0,12220,5,4.0,2009,3.0,1,5.0,3.0,3.0,94.0,5.0,1,1.0,3.0,1,3,2009,2.0,402861
6,2,2119,3.0,689,4.0,2,0,3.0,1972,14.0,1.0,741,10448,6,3.0,1972,2.0,1,5.0,3.0,3.0,0.0,0.0,0,1.0,3.0,1,3,1972,6.0,158000
7,3,2344,2.0,1264,2.0,2,0,2.0,1996,15.0,1.0,1067,10208,5,3.0,1997,2.0,1,5.0,3.0,3.0,79.0,4.0,0,1.0,3.0,1,3,1996,6.0,265000
6,2,1796,3.0,794,2.0,2,706,3.0,1998,5.0,1.0,914,9531,5,0.0,1998,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,2.0,1,3,1998,2.0,211000
7,1,2080,2.0,1276,2.0,1,0,2.0,1926,6.0,1.0,804,10918,9,4.0,2004,1.0,1,1.0,3.0,3.0,53.0,4.0,0,1.0,3.0,1,3,1926,6.0,234000
4,0,1294,3.0,0,3.0,2,0,3.0,1900,17.0,0.0,600,10800,7,0.0,2000,0.0,2,0.0,3.0,3.0,60.0,4.0,0,1.0,4.0,0,3,0,4.0,106250
6,1,1244,3.0,1244,4.0,1,777,3.0,1957,12.0,1.0,0,11988,6,4.0,1957,1.0,1,5.0,3.0,3.0,90.0,4.0,0,1.0,3.0,1,3,1957,5.0,150000
6,2,1664,3.0,1004,4.0,2,399,3.0,1947,3.0,1.0,660,5000,7,4.0,1950,1.0,1,1.0,3.0,4.0,50.0,4.0,0,1.0,3.0,0,3,1950,0.0,159000
10,3,4676,0.0,3138,0.0,3,2260,0.0,2007,7.0,1.0,1538,40094,5,4.0,2008,3.0,1,3.0,0.0,3.0,130.0,5.0,1,1.0,1.0,1,3,2007,2.0,184750
7,3,2398,2.0,1379,2.0,2,719,2.0,1996,15.0,1.0,1015,11787,5,3.0,1997,3.0,1,5.0,3.0,3.0,95.0,4.0,1,1.0,3.0,1,3,1996,2.0,315750
7,2,1266,2.0,1257,2.0,2,0,2.0,2005,21.0,1.0,0,7500,5,3.0,2005,1.0,1,5.0,3.0,1.0,62.0,4.0,0,1.0,3.0,0,3,2005,6.0,176000
5,1,928,3.0,928,2.0,1,377,3.0,1956,12.0,1.0,0,13300,7,0.0,2000,1.0,1,5.0,3.0,3.0,70.0,4.0,0,1.0,3.0,0,2,1956,5.0,132000
9,3,2713,0.0,1452,0.0,2,1330,0.0,2008,16.0,1.0,1237,14948,5,4.0,2008,3.0,1,5.0,3.0,3.0,67.0,5.0,1,1.0,0.0,1,3,2008,2.0,446261
4,0,605,3.0,528,4.0,1,348,3.0,1920,7.0,1.0,0,9098,7,0.0,2002,0.0,1,0.0,3.0,3.0,58.0,4.0,1,1.0,2.0,0,2,0,0.0,86000
6,2,2515,2.0,2035,4.0,3,1219,3.0,1957,6.0,1.0,0,32668,3,3.0,1975,2.0,2,5.0,3.0,3.0,0.0,2.0,1,1.0,3.0,0,4,1975,5.0,200624
6,2,1509,2.0,1461,2.0,2,783,2.0,1988,23.0,1.0,0,10200,5,2.0,1989,2.0,1,5.0,3.0,3.0,85.0,0.0,1,1.0,0.0,0,3,1988,2.0,175000
6,2,1362,3.0,611,1.0,2,0,3.0,1920,3.0,1.0,611,6155,8,0.0,1999,3.0,1,1.0,3.0,4.0,60.0,4.0,0,1.0,2.0,0,3,1920,6.0,128000
5,1,827,3.0,0,3.0,1,0,3.0,1955,12.0,1.0,0,7200,7,1.0,2007,1.0,1,1.0,3.0,3.0,60.0,4.0,0,1.0,4.0,0,2,1967,4.0,107500
1,0,334,1.0,0,3.0,1,0,1.0,1946,3.0,0.0,0,5000,3,0.0,1950,0.0,1,0.0,2.0,3.0,50.0,4.0,0,1.0,4.0,0,1,0,4.0,39300
8,2,1414,2.0,707,0.0,2,0,2.0,2004,8.0,1.0,707,9056,5,4.0,2004,3.0,1,5.0,3.0,3.0,74.0,4.0,0,1.0,0.0,1,3,2004,6.0,178000
5,0,1347,3.0,1117,2.0,1,969,3.0,1910,7.0,1.0,527,7000,7,0.0,1991,0.0,1,0.0,3.0,3.0,70.0,4.0,1,1.0,1.0,0,3,0,2.0,107500
7,2,1724,3.0,880,2.0,2,0,2.0,1998,5.0,1.0,844,8924,5,0.0,1999,3.0,1,5.0,3.0,3.0,57.0,4.0,0,1.0,0.0,1,3,1998,6.0,188000
4,2,864,3.0,864,4.0,1,600,3.0,1972,12.0,1.0,0,12735,5,0.0,1972,1.0,1,1.0,3.0,3.0,0.0,4.0,0,1.0,3.0,0,3,1980,1.0,111250
5,1,1159,3.0,1051,4.0,1,673,3.0,1968,19.0,1.0,0,11553,5,2.0,1968,1.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,3,1968,1.0,158000
8,2,1601,2.0,1581,2.0,2,1358,2.0,2001,5.0,1.0,0,11423,5,3.0,2002,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,0.0,0,3,2001,2.0,272000
9,3,1838,0.0,1838,0.0,2,1260,0.0,2006,23.0,1.0,0,14601,5,4.0,2006,3.0,1,5.0,3.0,3.0,85.0,4.0,1,1.0,0.0,0,2,2006,2.0,315000
8,3,2285,2.0,969,2.0,2,0,2.0,2000,15.0,1.0,1288,11000,5,3.0,2000,3.0,1,3.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,4,2000,6.0,248000
