OverallQual,GarageCars,ExterQual,BsmtQual,GrLivArea,GarageFinish,FullBath,GarageType,FireplaceQu,KitchenQual,TotalBsmtSF,2ndFlrSF,CentralAir,1stFlrSF,BsmtFinSF1,TotRmsAbvGrd,YearRemodAdd,Fireplaces,LandContour,YearBuilt,BsmtFinType1,GarageCond,LotArea,BsmtExposure,GarageArea,HalfBath,KitchenAbvGr,MSZoning,Neighborhood,OpenPorchSF,SalePrice
7,2,2.0,2.0,1661,2.0,2,5.0,3.0,2.0,799,834,1.0,827,385,6,1996,1,3.0,1996,2.0,5.0,10667,0.0,550,1,1,3.0,5.0,61,212000
6,2,3.0,1.0,1118,1.0,1,1.0,0.0,3.0,648,384,1.0,734,0,6,1950,0,3.0,1920,6.0,5.0,4400,3.0,440,0,1,4.0,17.0,0,116000
6,1,2.0,4.0,904,1.0,1,1.0,0.0,3.0,884,0,1.0,904,0,4,2004,0,3.0,1926,6.0,5.0,6000,3.0,180,0,1,4.0,3.0,0,119000
5,1,3.0,4.0,694,1.0,1,1.0,4.0,2.0,440,0,0.0,694,365,4,2002,1,3.0,1913,3.0,5.0,4280,3.0,352,0,1,3.0,6.0,0,90350
6,2,3.0,4.0,1196,1.0,1,1.0,0.0,2.0,684,512,1.0,684,0,7,2000,0,3.0,1920,6.0,5.0,12354,2.0,528,0,1,3.0,7.0,46,110000
10,3,0.0,0.0,2402,3.0,2,5.0,4.0,0.0,3094,0,1.0,2402,1767,10,2008,2,3.0,2008,2.0,5.0,15431,1.0,672,0,1,3.0,16.0,72,555000
4,0,3.0,4.0,1440,0.0,2,0.0,0.0,1.0,1440,0,0.0,1440,133,8,1955,0,3.0,1955,0.0,3.0,12108,3.0,0,0,2,3.0,7.0,0,118000
5,2,3.0,4.0,1573,1.0,2,1.0,4.0,3.0,1078,445,1.0,1128,0,8,1992,1,3.0,1930,6.0,5.0,6240,3.0,360,0,1,4.0,3.0,0,162900
7,3,2.0,0.0,1258,3.0,2,5.0,4.0,2.0,1258,0,1.0,1258,0,6,2007,1,3.0,2006,6.0,5.0,3922,0.0,648,0,1,3.0,0.0,16,172500
7,2,2.0,2.0,1908,1.0,2,5.0,3.0,2.0,915,975,1.0,933,642,8,1995,1,3.0,1994,2.0,5.0,8750,3.0,493,1,1,3.0,5.0,133,210000
6,2,3.0,4.0,1689,1.0,1,5.0,4.0,3.0,1436,0,1.0,1689,0,7,1956,1,3.0,1956,6.0,5.0,9855,3.0,480,0,1,3.0,7.0,0,127500
6,2,2.0,4.0,1888,3.0,2,5.0,4.0,2.0,1517,0,1.0,1888,247,6,2002,1,3.0,1966,0.0,5.0,16492,3.0,578,1,1,3.0,12.0,0,190000
7,2,2.0,2.0,1886,3.0,2,5.0,3.0,2.0,930,930,1.0,956,0,10,1999,1,3.0,1998,6.0,5.0,11214,3.0,431,1,1,3.0,8.0,0,199900
6,1,3.0,4.0,1376,1.0,2,1.0,4.0,3.0,780,596,1.0,780,0,7,1950,1,0.0,1937,6.0,5.0,8600,3.0,198,0,1,4.0,9.0,0,119500
3,1,3.0,4.0,1183,1.0,1,1.0,0.0,3.0,649,504,1.0,679,331,6,2002,0,3.0,1948,0.0,5.0,6000,3.0,308,1,1,4.0,17.0,176,120000
6,1,3.0,4.0,813,1.0,1,1.0,0.0,2.0,813,0,1.0,813,0,5,2005,0,3.0,1930,6.0,1.0,5684,3.0,270,0,1,4.0,17.0,113,110000
7,2,3.0,2.0,1533,1.0,2,5.0,3.0,2.0,1533,0,1.0,1533,655,5,1975,2,2.0,1975,0.0,5.0,70761,1.0,576,0,1,3.0,4.0,54,280000
6,2,2.0,0.0,1756,3.0,2,5.0,0.0,3.0,872,868,1.0,888,742,7,1997,0,3.0,1996,0.0,5.0,9303,3.0,422,1,1,3.0,23.0,122,204000
8,2,2.0,2.0,1590,2.0,2,5.0,0.0,2.0,768,804,1.0,786,0,6,2008,0,3.0,2008,6.0,5.0,9000,3.0,676,1,1,1.0,21.0,30,210000
5,2,3.0,4.0,1728,1.0,2,1.0,0.0,3.0,1728,0,1.0,1728,1606,8,1976,0,3.0,1976,0.0,5.0,9297,3.0,560,0,2,3.0,11.0,0,188000
7,2,3.0,4.0,1242,1.0,1,5.0,3.0,3.0,1242,0,1.0,1242,916,6,1973,1,3.0,1973,0.0,5.0,9600,3.0,528,1,1,3.0,14.0,0,175500
5,3,3.0,4.0,1344,1.0,1,1.0,0.0,3.0,624,720,0.0,624,0,7,1950,0,3.0,1916,6.0,1.0,4571,3.0,513,0,1,4.0,17.0,0,98000
4,2,3.0,2.0,1663,3.0,1,5.0,4.0,2.0,1364,0,1.0,1663,1116,6,1994,2,2.0,1954,1.0,5.0,53227,1.0,529,0,1,3.0,4.0,137,256000
8,1,3.0,4.0,1666,1.0,1,1.0,4.0,2.0,588,833,1.0,833,0,7,1996,1,3.0,1925,6.0,5.0,5100,3.0,228,0,1,4.0,17.0,63,161000
5,1,3.0,4.0,1203,1.0,1,1.0,3.0,2.0,709,224,1.0,979,185,5,1950,1,0.0,1950,3.0,5.0,7015,3.0,352,0,1,3.0,3.0,0,110000
8,2,2.0,2.0,1935,3.0,2,3.0,0.0,3.0,832,1103,1.0,832,544,8,2009,0,3.0,2009,2.0,5.0,8004,3.0,552,1,1,1.0,21.0,150,263435
7,2,2.0,2.0,1135,2.0,1,1.0,0.0,2.0,560,560,1.0,575,350,6,2007,0,3.0,1936,0.0,5.0,7200,3.0,576,0,1,3.0,18.0,0,155000
5,1,3.0,4.0,864,1.0,1,1.0,1.0,3.0,864,0,1.0,864,553,5,1965,1,3.0,1965,5.0,5.0,8281,3.0,360,0,1,3.0,19.0,0,62383
6,1,3.0,4.0,1660,1.0,1,1.0,4.0,3.0,715,811,1.0,849,326,6,1995,1,1.0,1934,3.0,5.0,11988,3.0,240,1,1,3.0,6.0,0,188700
5,0,3.0,2.0,1040,0.0,2,0.0,0.0,3.0,1040,0,1.0,1040,616,5,1978,0,1.0,1978,5.0,3.0,8430,3.0,0,0,1,3.0,5.0,0,124000
7,2,2.0,2.0,1414,3.0,2,5.0,3.0,2.0,1375,0,1.0,1414,0,6,2004,1,3.0,2004,6.0,5.0,3072,3.0,398,0,1,4.0,0.0,20,178740
7,2,3.0,4.0,1277,1.0,1,5.0,1.0,3.0,1277,0,1.0,1277,778,5,1970,1,3.0,1970,2.0,5.0,10628,1.0,526,0,1,3.0,12.0,0,167000
5,1,3.0,4.0,1644,1.0,1,5.0,4.0,2.0,728,756,1.0,888,386,7,1995,2,3.0,1942,3.0,5.0,9480,3.0,312,1,1,3.0,12.0,0,146500
8,3,2.0,2.0,1634,2.0,2,5.0,4.0,2.0,1626,0,1.0,1634,0,7,2006,1,3.0,2006,6.0,5.0,11428,3.0,866,0,1,3.0,16.0,44,250000
6,2,2.0,2.0,1710,2.0,2,5.0,0.0,2.0,832,878,1.0,832,426,7,1993,0,3.0,1993,2.0,5.0,9291,3.0,506,1,1,3.0,20.0,70,187000
8,2,2.0,2.0,1502,2.0,1,5.0,0.0,2.0,1488,0,1.0,1502,368,4,1985,0,3.0,1985,2.0,5.0,6820,0.0,528,1,1,3.0,22.0,54,212000
7,2,3.0,2.0,1969,2.0,2,5.0,4.0,3.0,808,808,1.0,1161,0,8,1977,1,3.0,1977,6.0,5.0,11952,3.0,534,1,1,3.0,14.0,0,190000
6,2,3.0,2.0,1072,2.0,1,4.0,0.0,3.0,547,0,1.0,1072,459,5,2005,0,3.0,2005,2.0,5.0,3675,1.0,525,0,1,4.0,7.0,28,148000
8,3,2.0,0.0,1976,2.0,2,5.0,5.0,2.0,1976,0,1.0,1976,1350,7,2007,1,3.0,2006,2.0,5.0,14977,1.0,908,0,1,3.0,16.0,63,440000
8,2,2.0,2.0,1652,2.0,2,5.0,0.0,0.0,1494,0,1.0,1652,1196,6,2000,0,3.0,2000,2.0,5.0,5330,0.0,499,0,1,3.0,22.0,48,251000
5,2,3.0,4.0,970,1.0,1,1.0,0.0,3.0,970,0,1.0,970,630,5,1963,0,3.0,1963,2.0,5.0,8480,3.0,624,0,1,3.0,19.0,24,132500
6,2,3.0,2.0,1493,3.0,2,5.0,3.0,2.0,1478,0,1.0,1493,994,7,1998,1,3.0,1997,2.0,5.0,13125,1.0,508,0,1,3.0,5.0,39,208900
9,3,0.0,2.0,2643,3.0,2,3.0,4.0,0.0,2153,574,1.0,2069,0,9,2006,1,3.0,2006,6.0,5.0,13693,0.0,694,1,1,3.0,16.0,84,380000
8,3,2.0,0.0,1718,2.0,2,5.0,4.0,2.0,1705,0,1.0,1718,1288,7,2008,1,3.0,2007,2.0,5.0,10637,1.0,826,0,1,3.0,5.0,44,297000
4,2,3.0,1.0,1131,1.0,1,1.0,0.0,3.0,907,0,1.0,1131,168,7,2000,0,0.0,1937,5.0,5.0,5925,3.0,672,0,1,4.0,17.0,72,89471
9,3,2.0,0.0,1850,3.0,2,5.0,4.0,2.0,1833,0,1.0,1850,1261,8,2005,1,3.0,2004,2.0,5.0,16033,1.0,772,0,1,3.0,16.0,112,326000
9,3,2.0,0.0,1792,3.0,2,5.0,4.0,0.0,1792,0,1.0,1792,1567,6,2004,1,1.0,2003,2.0,5.0,11846,1.0,874,0,1,3.0,16.0,49,374000
7,1,2.0,4.0,1826,1.0,1,5.0,4.0,0.0,910,910,1.0,916,299,7,2005,1,3.0,1915,0.0,1.0,2500,3.0,164,1,1,4.0,17.0,0,155000
6,2,3.0,0.0,1216,1.0,2,5.0,0.0,3.0,1216,0,1.0,1216,897,5,1998,0,3.0,1998,2.0,5.0,4500,3.0,402,0,1,4.0,11.0,125,164000
5,1,3.0,4.0,999,1.0,1,1.0,0.0,2.0,999,0,1.0,999,588,6,2001,0,3.0,1962,0.0,5.0,7758,3.0,264,0,1,3.0,19.0,132,132500
5,1,2.0,4.0,1113,1.0,1,5.0,4.0,2.0,1113,0,1.0,1113,607,5,2007,1,3.0,1950,0.0,5.0,9600,3.0,264,0,1,3.0,12.0,80,147000
5,2,3.0,4.0,1073,2.0,1,5.0,0.0,3.0,1073,0,1.0,1073,836,6,1965,0,3.0,1965,0.0,5.0,10289,3.0,515,1,1,3.0,12.0,0,156000
5,2,3.0,2.0,1484,1.0,2,5.0,3.0,3.0,1484,0,1.0,1484,998,7,1971,1,3.0,1971,0.0,5.0,12243,0.0,487,0,1,3.0,14.0,0,175000
5,2,3.0,4.0,2414,1.0,2,5.0,4.0,3.0,954,648,0.0,1766,664,10,1970,1,3.0,1900,1.0,1.0,10800,3.0,520,0,2,3.0,17.0,0,160000
4,1,3.0,2.0,630,1.0,1,5.0,0.0,2.0,630,0,1.0,630,515,3,2002,0,3.0,1970,2.0,5.0,1526,0.0,286,0,1,4.0,10.0,0,86000
5,1,3.0,2.0,1304,3.0,1,3.0,4.0,3.0,264,688,1.0,616,0,4,1976,1,3.0,1976,6.0,5.0,2665,2.0,336,1,1,4.0,10.0,24,115000
6,1,3.0,4.0,1578,1.0,1,5.0,3.0,1.0,806,620,1.0,958,403,5,1950,2,3.0,1941,1.0,5.0,9490,3.0,240,0,1,3.0,12.0,0,133000
6,2,2.0,2.0,1456,2.0,2,5.0,0.0,3.0,728,728,1.0,728,0,8,2006,0,3.0,2006,6.0,5.0,15578,3.0,429,1,1,3.0,8.0,0,172785
5,1,3.0,4.0,1269,1.0,1,1.0,2.0,3.0,1269,0,1.0,1269,374,6,1960,1,3.0,1960,1.0,5.0,7931,3.0,308,1,1,3.0,12.0,0,155000
5,1,3.0,1.0,886,1.0,1,5.0,0.0,3.0,190,0,1.0,886,0,4,1996,0,3.0,1938,6.0,5.0,5784,3.0,273,0,1,4.0,17.0,20,91300
4,0,3.0,4.0,720,0.0,1,0.0,0.0,3.0,720,0,0.0,720,495,4,1950,0,3.0,1920,5.0,3.0,7879,3.0,0,0,1,0.0,9.0,523,34900
8,2,2.0,2.0,3228,2.0,3,5.0,4.0,2.0,3200,0,1.0,3228,1231,10,1993,1,3.0,1992,2.0,5.0,12692,3.0,546,0,1,3.0,15.0,75,430000
7,1,3.0,4.0,1820,1.0,2,1.0,0.0,3.0,1026,687,1.0,1133,329,8,1950,0,3.0,1925,5.0,5.0,9120,3.0,240,0,1,3.0,3.0,100,184000
5,1,3.0,4.0,899,3.0,1,5.0,0.0,2.0,864,0,1.0,899,450,5,2004,0,3.0,1967,0.0,5.0,7800,3.0,288,0,1,3.0,19.0,0,130000
5,1,3.0,4.0,912,3.0,1,5.0,0.0,3.0,912,0,1.0,912,111,5,1985,0,3.0,1958,1.0,5.0,7535,3.0,297,0,1,3.0,12.0,285,120000
6,1,3.0,4.0,1218,1.0,1,1.0,0.0,3.0,672,546,1.0,672,356,7,1973,0,3.0,1973,1.0,5.0,1890,3.0,264,1,1,4.0,2.0,28,113000
7,2,2.0,2.0,1768,2.0,2,5.0,0.0,2.0,866,902,1.0,866,400,7,2005,0,3.0,2005,2.0,5.0,9803,3.0,603,1,1,1.0,21.0,108,226700
5,2,3.0,4.0,1214,1.0,1,1.0,0.0,3.0,1214,0,1.0,1214,698,6,1965,0,3.0,1965,0.0,1.0,9170,3.0,461,0,1,3.0,7.0,0,140000
7,2,3.0,4.0,1801,3.0,2,5.0,3.0,3.0,1501,0,1.0,1801,1247,6,1997,2,3.0,1959,0.0,5.0,15602,3.0,484,0,1,3.0,6.0,54,289000
6,2,3.0,4.0,1322,1.0,2,5.0,2.0,3.0,855,467,1.0,855,257,6,1974,1,3.0,1974,0.0,5.0,2308,3.0,440,1,1,3.0,13.0,0,147000
5,2,3.0,4.0,1960,1.0,2,1.0,0.0,3.0,960,1000,1.0,960,0,10,1952,0,3.0,1952,6.0,5.0,7596,3.0,400,0,2,4.0,17.0,0,124500
8,2,2.0,2.0,1911,2.0,2,5.0,3.0,2.0,777,846,1.0,1065,380,8,1994,1,3.0,1993,2.0,5.0,9554,3.0,471,1,1,3.0,20.0,81,215000
6,2,2.0,2.0,1218,3.0,2,5.0,0.0,2.0,1218,0,1.0,1218,27,4,2009,0,3.0,2009,2.0,5.0,7862,3.0,676,0,1,1.0,21.0,102,208300
7,2,3.0,4.0,1378,1.0,2,1.0,4.0,2.0,689,689,1.0,689,141,7,2005,1,3.0,1928,5.0,5.0,9600,3.0,360,0,1,4.0,17.0,0,161000
5,1,3.0,4.0,1041,2.0,1,5.0,0.0,3.0,1041,0,1.0,1041,991,6,1959,0,3.0,1959,0.0,5.0,9600,3.0,270,0,1,3.0,12.0,88,124500
5,1,2.0,4.0,1363,1.0,1,2.0,3.0,3.0,1008,0,1.0,1363,650,6,2000,2,3.0,1951,1.0,5.0,14559,3.0,288,0,1,3.0,12.0,42,164900
7,2,2.0,2.0,1368,2.0,2,5.0,4.0,2.0,1368,0,1.0,1368,0,6,2006,1,3.0,2005,6.0,5.0,6792,3.0,474,0,1,3.0,16.0,35,202665
5,2,3.0,4.0,864,1.0,1,1.0,0.0,3.0,864,0,1.0,864,521,5,1958,0,3.0,1958,1.0,5.0,9100,3.0,624,0,1,3.0,12.0,0,129900
6,2,3.0,4.0,1080,1.0,1,5.0,0.0,3.0,1084,0,1.0,1080,336,5,1983,0,0.0,1983,0.0,5.0,9187,3.0,484,1,1,3.0,11.0,0,134000
5,1,3.0,4.0,789,1.0,1,1.0,0.0,3.0,768,0,0.0,789,0,5,1950,0,3.0,1926,6.0,4.0,10594,3.0,200,0,1,3.0,6.0,0,96500
10,3,0.0,0.0,2020,3.0,2,5.0,4.0,0.0,2006,0,1.0,2020,1436,9,2009,1,3.0,2009,2.0,5.0,12220,3.0,900,1,1,3.0,16.0,54,402861
6,2,3.0,4.0,2119,2.0,2,5.0,3.0,3.0,689,741,1.0,1378,0,7,1972,1,3.0,1972,6.0,5.0,10448,3.0,583,1,1,3.0,14.0,104,158000
7,3,2.0,2.0,2344,2.0,2,5.0,3.0,2.0,1264,1067,1.0,1277,0,7,1997,1,3.0,1996,6.0,5.0,10208,3.0,889,1,1,3.0,15.0,0,265000
6,2,3.0,2.0,1796,2.0,2,5.0,0.0,3.0,794,914,1.0,882,706,7,1998,0,3.0,1998,2.0,5.0,9531,2.0,546,1,1,3.0,5.0,36,211000
7,1,2.0,2.0,2080,1.0,1,1.0,4.0,2.0,1276,804,1.0,1276,0,9,2004,2,3.0,1926,6.0,5.0,10918,3.0,282,1,1,3.0,6.0,0,234000
4,0,3.0,3.0,1294,0.0,2,0.0,0.0,3.0,0,600,0.0,694,0,7,2000,0,3.0,1900,4.0,3.0,10800,4.0,0,0,2,3.0,17.0,114,106250
6,1,3.0,4.0,1244,1.0,1,5.0,4.0,3.0,1244,0,1.0,1244,777,6,1957,2,3.0,1957,5.0,5.0,11988,3.0,336,1,1,3.0,12.0,40,150000
6,2,3.0,4.0,1664,1.0,2,1.0,4.0,3.0,1004,660,1.0,1004,399,7,1950,2,3.0,1947,0.0,5.0,5000,3.0,420,0,1,4.0,3.0,24,159000
10,3,0.0,0.0,4676,3.0,3,3.0,4.0,0.0,3138,1538,1.0,3138,2260,11,2008,1,0.0,2007,2.0,5.0,40094,1.0,884,1,1,3.0,7.0,406,184750
7,3,2.0,2.0,2398,3.0,2,5.0,3.0,2.0,1379,1015,1.0,1383,719,8,1997,1,3.0,1996,2.0,5.0,11787,3.0,834,1,1,3.0,15.0,60,315750
7,2,2.0,2.0,1266,1.0,2,5.0,3.0,2.0,1257,0,1.0,1266,0,6,2005,1,3.0,2005,6.0,5.0,7500,3.0,453,0,1,1.0,21.0,144,176000
5,1,3.0,2.0,928,1.0,1,5.0,0.0,3.0,928,0,1.0,928,377,4,2000,0,3.0,1956,5.0,5.0,13300,3.0,252,0,1,3.0,12.0,0,132000
9,3,0.0,0.0,2713,3.0,2,5.0,4.0,0.0,1452,1237,1.0,1476,1330,11,2008,1,3.0,2008,2.0,5.0,14948,0.0,858,1,1,3.0,16.0,66,446261
4,0,3.0,4.0,605,0.0,1,0.0,0.0,3.0,528,0,1.0,605,348,5,2002,0,3.0,1920,0.0,3.0,9098,2.0,0,0,1,3.0,7.0,0,86000
6,2,2.0,4.0,2515,2.0,3,5.0,3.0,3.0,2035,0,1.0,2515,1219,9,1975,2,3.0,1957,5.0,5.0,32668,3.0,484,0,2,3.0,6.0,0,200624
6,2,2.0,2.0,1509,2.0,2,5.0,2.0,2.0,1461,0,1.0,1509,783,5,1989,1,3.0,1988,2.0,5.0,10200,0.0,600,0,1,3.0,23.0,0,175000
6,2,3.0,1.0,1362,3.0,2,1.0,0.0,3.0,611,611,1.0,751,0,6,1999,0,3.0,1920,6.0,1.0,6155,2.0,502,0,1,4.0,3.0,0,128000
5,1,3.0,3.0,827,1.0,1,1.0,1.0,3.0,0,0,1.0,827,0,5,2007,1,3.0,1955,4.0,5.0,7200,4.0,392,0,1,3.0,12.0,0,107500
1,0,1.0,3.0,334,0.0,1,0.0,0.0,1.0,0,0,0.0,334,0,2,1950,0,2.0,1946,4.0,3.0,5000,4.0,0,0,1,3.0,3.0,0,39300
8,2,2.0,0.0,1414,3.0,2,5.0,4.0,2.0,707,707,1.0,707,0,6,2004,1,3.0,2004,6.0,5.0,9056,0.0,403,1,1,3.0,8.0,35,178000
5,0,3.0,2.0,1347,0.0,1,0.0,0.0,3.0,1117,527,1.0,820,969,5,1991,0,3.0,1910,2.0,3.0,7000,1.0,0,0,1,3.0,7.0,0,107500
7,2,3.0,2.0,1724,3.0,2,5.0,0.0,2.0,880,844,1.0,880,0,8,1999,0,3.0,1998,6.0,5.0,8924,0.0,527,1,1,3.0,5.0,155,188000
4,2,3.0,4.0,864,1.0,1,1.0,0.0,3.0,864,0,1.0,864,600,5,1972,0,3.0,1972,1.0,5.0,12735,3.0,576,0,1,3.0,12.0,0,111250
5,1,3.0,4.0,1159,1.0,1,5.0,2.0,3.0,1051,0,1.0,1159,673,7,1968,1,3.0,1968,1.0,5.0,11553,3.0,336,1,1,3.0,19.0,0,158000
8,2,2.0,2.0,1601,2.0,2,5.0,3.0,2.0,1581,0,1.0,1601,1358,6,2002,1,3.0,2001,2.0,5.0,11423,0.0,670,0,1,3.0,5.0,0,272000
9,3,0.0,0.0,1838,3.0,2,5.0,4.0,0.0,1838,0,1.0,1838,1260,8,2006,1,3.0,2006,2.0,5.0,14601,0.0,765,0,1,3.0,23.0,68,315000
8,3,2.0,2.0,2285,3.0,2,3.0,3.0,2.0,969,1288,1.0,997,0,8,2000,1,3.0,2000,6.0,5.0,11000,3.0,648,1,1,3.0,15.0,56,248000
7,2,2.0,0.0,1680,3.0,2,5.0,3.0,2.0,1650,0,1.0,1680,144,7,1999,1,3.0,1998,3.0,5.0,10140,3.0,583,0,1,3.0,14.0,73,213250
7,1,3.0,2.0,767,3.0,1,5.0,0.0,3.0,723,0,1.0,767,584,4,1998,0,3.0,1998,2.0,5.0,4058,0.0,367,0,1,2.0,12.0,40,133000
7,2,2.0,2.0,1496,2.0,2,5.0,4.0,2.0,654,832,1.0,664,554,7,2006,1,3.0,2006,2.0,5.0,17104,0.0,426,1,1,3.0,8.0,24,179665
7,3,2.0,2.0,2183,1.0,2,5.0,0.0,2.0,1204,806,1.0,1377,1002,9,1988,0,3.0,1988,2.0,5.0,13837,3.0,786,1,1,3.0,14.0,0,229000
6,2,3.0,2.0,1635,1.0,1,1.0,4.0,3.0,1065,720,1.0,915,300,6,1950,1,0.0,1923,5.0,5.0,8737,3.0,440,1,1,3.0,3.0,38,210000
5,2,3.0,2.0,768,1.0,1,1.0,0.0,3.0,768,0,1.0,768,619,5,1970,0,3.0,1970,0.0,5.0,7244,0.0,624,0,1,3.0,11.0,0,129500
5,2,3.0,4.0,825,2.0,1,1.0,0.0,3.0,825,0,1.0,825,180,4,1995,0,1.0,1955,3.0,5.0,8235,3.0,720,0,1,4.0,17.0,50,125000
7,2,2.0,2.0,2094,3.0,2,3.0,4.0,2.0,912,1182,1.0,912,0,8,2004,1,3.0,2003,6.0,5.0,9375,3.0,615,1,1,1.0,21.0,182,263000
6,2,3.0,2.0,1069,2.0,2,5.0,0.0,3.0,1069,0,1.0,1069,559,4,1977,0,3.0,1977,0.0,5.0,4043,3.0,440,0,1,3.0,13.0,55,140000
5,1,3.0,4.0,928,3.0,1,5.0,0.0,3.0,928,0,1.0,928,308,5,1957,0,3.0,1957,5.0,5.0,6000,3.0,288,0,1,4.0,17.0,0,112500
8,3,2.0,0.0,1717,2.0,2,5.0,4.0,2.0,1709,0,1.0,1717,0,7,2006,1,3.0,2006,6.0,5.0,11146,0.0,908,0,1,3.0,16.0,39,255500
4,2,3.0,3.0,1126,3.0,2,1.0,0.0,2.0,0,0,1.0,1126,0,5,2003,0,3.0,1949,4.0,5.0,8777,4.0,520,0,1,3.0,7.0,96,108000
7,3,2.0,2.0,2046,2.0,2,3.0,4.0,2.0,998,1040,1.0,1006,866,8,2004,1,3.0,2003,2.0,5.0,10625,3.0,871,1,1,3.0,16.0,62,284000
5,1,3.0,4.0,1048,1.0,1,1.0,4.0,3.0,993,0,1.0,1048,0,5,1950,1,3.0,1922,6.0,5.0,6380,3.0,280,0,1,4.0,3.0,0,113000
5,1,3.0,4.0,1092,3.0,1,5.0,3.0,3.0,1092,0,1.0,1092,895,6,1957,1,3.0,1957,5.0,5.0,14850,3.0,299,0,1,3.0,12.0,0,141000
4,1,3.0,4.0,1336,1.0,1,2.0,0.0,3.0,637,439,1.0,897,637,7,1950,0,2.0,1920,5.0,5.0,11040,3.0,570,1,1,0.0,9.0,47,108000
7,2,3.0,2.0,1446,1.0,2,5.0,3.0,3.0,729,717,1.0,729,604,6,1997,1,1.0,1996,2.0,5.0,21872,1.0,406,1,1,3.0,8.0,22,175000
7,2,2.0,2.0,1557,3.0,2,5.0,3.0,2.0,1374,0,1.0,1557,0,7,2004,1,3.0,2003,6.0,5.0,3196,1.0,420,0,1,3.0,0.0,20,234000
5,2,3.0,2.0,1392,1.0,1,1.0,4.0,3.0,1392,0,1.0,1392,1302,5,1996,1,3.0,1957,0.0,5.0,11341,3.0,528,1,1,3.0,19.0,0,121500
5,2,3.0,2.0,1389,2.0,1,5.0,3.0,3.0,1389,0,1.0,1389,1071,6,1975,1,3.0,1974,0.0,5.0,10010,0.0,418,0,1,3.0,11.0,38,170000
5,0,3.0,4.0,996,0.0,1,0.0,4.0,3.0,996,0,1.0,996,290,6,1969,1,3.0,1940,1.0,3.0,13907,3.0,0,0,1,3.0,7.0,0,108000
6,2,3.0,2.0,1674,3.0,2,1.0,4.0,3.0,1163,511,1.0,1163,0,8,1950,1,3.0,1918,6.0,5.0,21780,2.0,396,0,1,3.0,7.0,36,185000
7,2,2.0,2.0,2295,2.0,2,5.0,3.0,2.0,1095,1129,1.0,1166,728,9,2000,1,3.0,1992,2.0,5.0,13346,3.0,590,1,1,3.0,15.0,40,268000
6,1,3.0,2.0,1647,1.0,1,1.0,0.0,1.0,806,806,0.0,841,0,6,1950,0,0.0,1915,6.0,5.0,6858,3.0,216,1,1,3.0,18.0,66,128000
9,3,2.0,2.0,2504,3.0,2,3.0,4.0,0.0,1122,1370,1.0,1134,0,11,2007,1,3.0,2005,6.0,5.0,11198,3.0,656,1,1,3.0,22.0,39,325000
7,2,2.0,2.0,1535,2.0,2,5.0,0.0,2.0,1517,0,1.0,1535,2,7,2004,0,3.0,2004,2.0,5.0,10171,3.0,532,0,1,3.0,16.0,0,214000
8,2,2.0,2.0,2132,3.0,1,3.0,4.0,2.0,1496,636,1.0,1496,1441,5,2009,1,2.0,1983,2.0,5.0,12327,1.0,612,1,1,3.0,20.0,40,316600
5,2,3.0,2.0,943,1.0,1,1.0,3.0,3.0,943,0,1.0,943,943,4,1979,2,3.0,1979,2.0,5.0,7032,1.0,600,0,1,3.0,12.0,0,135960
5,2,3.0,4.0,1728,1.0,2,1.0,0.0,3.0,1728,0,1.0,1728,231,10,1965,0,3.0,1965,3.0,5.0,13101,3.0,576,0,2,3.0,12.0,0,142600
6,1,3.0,4.0,864,1.0,1,5.0,0.0,2.0,864,0,1.0,864,414,4,1959,0,3.0,1959,1.0,5.0,7332,3.0,288,0,1,3.0,12.0,0,120000
7,2,3.0,0.0,1692,2.0,2,5.0,0.0,2.0,846,846,1.0,846,0,6,2009,0,1.0,2009,6.0,5.0,13159,0.0,650,1,1,3.0,23.0,114,224500
7,2,3.0,2.0,1430,2.0,2,3.0,3.0,3.0,384,656,1.0,774,0,8,2000,1,3.0,2000,6.0,5.0,9967,3.0,400,1,1,3.0,8.0,0,170000
5,1,3.0,4.0,1109,1.0,1,3.0,0.0,3.0,372,533,1.0,576,349,5,2005,0,3.0,1971,0.0,5.0,10500,0.0,288,0,1,3.0,12.0,0,139000
5,1,3.0,4.0,1216,1.0,1,1.0,0.0,3.0,832,384,1.0,832,442,6,1950,0,3.0,1947,5.0,5.0,8480,3.0,336,0,1,3.0,12.0,0,118500
7,1,3.0,4.0,1477,1.0,2,1.0,4.0,3.0,861,600,1.0,877,0,6,1950,1,3.0,1928,6.0,5.0,6292,3.0,216,0,1,3.0,18.0,50,145000
5,2,3.0,4.0,1320,2.0,1,5.0,2.0,3.0,1164,0,1.0,1320,328,6,1966,2,3.0,1966,3.0,5.0,11777,0.0,564,0,1,3.0,19.0,68,164500
7,2,2.0,2.0,1392,1.0,2,1.0,0.0,2.0,689,689,1.0,703,0,5,2007,0,3.0,2007,6.0,5.0,3604,3.0,540,0,1,1.0,21.0,102,146000
5,1,3.0,4.0,1795,1.0,2,5.0,0.0,3.0,1050,745,0.0,1050,0,7,1954,0,3.0,1954,6.0,5.0,12150,3.0,352,0,1,4.0,17.0,0,131500
6,2,3.0,4.0,1429,1.0,1,5.0,4.0,2.0,1144,0,1.0,1429,594,7,1987,2,3.0,1960,1.0,5.0,14585,3.0,572,0,1,3.0,12.0,110,181900
